DATE	TIME	BID	ASK	LAST	VOLUME	FLAGS
2022-06-17	18:44:07			61970	5	56
2022-06-17	18:44:07			61969	1	88
2022-06-17	18:44:07			61969	1	88
2022-06-17	18:44:07			61969	1	88
2022-06-17	18:44:07			61969	3	88
2022-06-17	18:44:07			61969	3	88
2022-06-17	18:44:07			61969	1	88
2022-06-17	18:44:07			61969	1	88
2022-06-17	18:44:08			61970	8	56
2022-06-17	18:44:08			61970	4	56
2022-06-17	18:44:08			61970	1	56
2022-06-17	18:44:08			61969	2	88
2022-06-17	18:44:08			61970	40	56
2022-06-17	18:44:08			61969	3	88
2022-06-17	18:44:09			61969	1	88
2022-06-17	18:44:09			61969	3	88
2022-06-17	18:44:10			61970	1	56
2022-06-17	18:44:10			61970	2	56
2022-06-17	18:44:10			61970	10	56
2022-06-17	18:44:10			61969	3	88
2022-06-17	18:44:10			61970	5	56
2022-06-17	18:44:10			61970	20	56
2022-06-17	18:44:10			61970	40	56
2022-06-17	18:44:10			61970	1	56
2022-06-17	18:44:10			61970	15	56
2022-06-17	18:44:11			61969	6	88
2022-06-17	18:44:11			61969	1	88
2022-06-17	18:44:11			61969	1	88
2022-06-17	18:44:11			61969	1	88
2022-06-17	18:44:11			61969	2	88
2022-06-17	18:44:11			61970	1	56
2022-06-17	18:44:11			61970	1	56
2022-06-17	18:44:11			61970	1	56
2022-06-17	18:44:11			61969	1	88
2022-06-17	18:44:11			61969	31	88
2022-06-17	18:44:11			61968	1	88
2022-06-17	18:44:11			61968	1	88
2022-06-17	18:44:11			61968	1	88
2022-06-17	18:44:11			61967	1	88
2022-06-17	18:44:11			61966	2	88
2022-06-17	18:44:11			61966	1	88
2022-06-17	18:44:11			61965	3	88
2022-06-17	18:44:11			61965	2	88
2022-06-17	18:44:11	61965	61969			6
2022-06-17	18:44:12			61969	2	56
2022-06-17	18:44:12			61969	1	56
2022-06-17	18:44:12			61970	97	56
2022-06-17	18:44:12		61970			4
2022-06-17	18:44:12		61968			4
2022-06-17	18:44:12			61968	1	56
2022-06-17	18:44:12		61969			4
2022-06-17	18:44:12		61968			4
2022-06-17	18:44:12	61966	61967			6
2022-06-17	18:44:12			61967	1	56
2022-06-17	18:44:12	61965				2
2022-06-17	18:44:12		61968			4
2022-06-17	18:44:12			61966	1	88
2022-06-17	18:44:12		61970			4
2022-06-17	18:44:12			61968	1	56
2022-06-17	18:44:12			61969	1	56
2022-06-17	18:44:12		61968			4
2022-06-17	18:44:13		61970			4
2022-06-17	18:44:13			61968	1	56
2022-06-17	18:44:13			61970	1	56
2022-06-17	18:44:13		61968			4
2022-06-17	18:44:13		61969			4
2022-06-17	18:44:13			61968	1	56
2022-06-17	18:44:13	61966				2
2022-06-17	18:44:13		61968			4
2022-06-17	18:44:13		61969			4
2022-06-17	18:44:13		61970			4
2022-06-17	18:44:13			61968	1	56
2022-06-17	18:44:14			61969	3	56
2022-06-17	18:44:14		61968			4
2022-06-17	18:44:14		61970			4
2022-06-17	18:44:14			61968	1	56
2022-06-17	18:44:14			61970	4	56
2022-06-17	18:44:14		61969			4
2022-06-17	18:44:14			61966	1	88
2022-06-17	18:44:14			61966	2	88
2022-06-17	18:44:14			61969	2	56
2022-06-17	18:44:14			61970	1	56
2022-06-17	18:44:14		61970			4
2022-06-17	18:44:14		61969			4
2022-06-17	18:44:14			61966	2	88
2022-06-17	18:44:14			61969	1	56
2022-06-17	18:44:14			61966	1	88
2022-06-17	18:44:15			61969	1	56
2022-06-17	18:44:15			61970	26	56
2022-06-17	18:44:15		61970			4
2022-06-17	18:44:15	61968				2
2022-06-17	18:44:15			61970	6	56
2022-06-17	18:44:15			61970	5	56
2022-06-17	18:44:15			61970	1	56
2022-06-17	18:44:15			61968	1	88
2022-06-17	18:44:15	61967				2
2022-06-17	18:44:15			61968	9	88
2022-06-17	18:44:15			61968	5	88
2022-06-17	18:44:15			61967	11	88
2022-06-17	18:44:15		61968			4
2022-06-17	18:44:16			61968	1	56
2022-06-17	18:44:16			61968	2	56
2022-06-17	18:44:16			61968	3	56
2022-06-17	18:44:16			61970	1	56
2022-06-17	18:44:16		61970			4
2022-06-17	18:44:16			61970	42	56
2022-06-17	18:44:16			61967	1	88
2022-06-17	18:44:16	61968				2
2022-06-17	18:44:16			61970	1	56
2022-06-17	18:44:16			61970	7	56
2022-06-17	18:44:17		61969			4
2022-06-17	18:44:17	61967				2
2022-06-17	18:44:17			61968	5	88
2022-06-17	18:44:17			61969	3	56
2022-06-17	18:44:17			61969	2	56
2022-06-17	18:44:17			61970	5	56
2022-06-17	18:44:17		61970			4
2022-06-17	18:44:18			61970	2	56
2022-06-17	18:44:18			61970	1	56
2022-06-17	18:44:18			61967	3	88
2022-06-17	18:44:18	61968				2
2022-06-17	18:44:19		61969			4
2022-06-17	18:44:19		61970			4
2022-06-17	18:44:19			61969	1	56
2022-06-17	18:44:19			61970	8	56
2022-06-17	18:44:19			61970	1	56
2022-06-17	18:44:19			61968	1	88
2022-06-17	18:44:19			61968	1	88
2022-06-17	18:44:19			61970	5	56
2022-06-17	18:44:20			61970	1	56
2022-06-17	18:44:20	61969				2
2022-06-17	18:44:20			61970	99	56
2022-06-17	18:44:20			61970	1	56
2022-06-17	18:44:20			61970	3	56
2022-06-17	18:44:20			61970	2	56
2022-06-17	18:44:20			61969	1	88
2022-06-17	18:44:21			61970	1	56
2022-06-17	18:44:21			61970	10	56
2022-06-17	18:44:21			61969	1	88
2022-06-17	18:44:21			61970	10	56
2022-06-17	18:44:21			61970	82	56
2022-06-17	18:44:21			61970	7	56
2022-06-17	18:44:21			61970	2	56
2022-06-17	18:44:21			61970	2	56
2022-06-17	18:44:21			61969	1	88
2022-06-17	18:44:21			61969	3	88
2022-06-17	18:44:21			61970	1	56
2022-06-17	18:44:22			61970	20	56
2022-06-17	18:44:22			61970	1	56
2022-06-17	18:44:22			61970	2	56
2022-06-17	18:44:23			61969	3	88
2022-06-17	18:44:23			61970	2	56
2022-06-17	18:44:23			61970	30	56
2022-06-17	18:44:23			61970	1	56
2022-06-17	18:44:23			61970	1	56
2022-06-17	18:44:23			61969	1	88
2022-06-17	18:44:23			61970	2	56
2022-06-17	18:44:23			61970	2	56
2022-06-17	18:44:23			61969	7	88
2022-06-17	18:44:23			61970	4	56
2022-06-17	18:44:23			61970	1	56
2022-06-17	18:44:23			61970	4	56
2022-06-17	18:44:23			61970	1	56
2022-06-17	18:44:24			61970	1	56
2022-06-17	18:44:24			61970	2	56
2022-06-17	18:44:24			61970	5	56
2022-06-17	18:44:24			61970	1	56
2022-06-17	18:44:24			61970	1	56
2022-06-17	18:44:24			61970	2	56
2022-06-17	18:44:24			61969	17	88
2022-06-17	18:44:24			61970	1	56
2022-06-17	18:44:24			61970	1	56
2022-06-17	18:44:24			61970	1	56
2022-06-17	18:44:24			61969	4	88
2022-06-17	18:44:25	61970	61971			6
2022-06-17	18:44:25			61970	5	56
2022-06-17	18:44:25		61972			4
2022-06-17	18:44:25			61971	1	56
2022-06-17	18:44:25			61972	3	56
2022-06-17	18:44:25			61972	1	56
2022-06-17	18:44:25			61972	1	56
2022-06-17	18:44:25			61972	1	56
2022-06-17	18:44:25			61972	1	56
2022-06-17	18:44:25			61972	1	56
2022-06-17	18:44:25			61972	2	56
2022-06-17	18:44:25			61970	1	88
2022-06-17	18:44:25		61973			4
2022-06-17	18:44:26			61972	2	56
2022-06-17	18:44:26			61973	1	56
2022-06-17	18:44:26			61973	19	56
2022-06-17	18:44:26	61969				2
2022-06-17	18:44:26			61970	4	88
2022-06-17	18:44:26			61970	2	88
2022-06-17	18:44:26			61970	2	88
2022-06-17	18:44:26			61969	8	88
2022-06-17	18:44:26	61970				2
2022-06-17	18:44:26	61971				2
2022-06-17	18:44:27	61945				2
2022-06-17	18:44:27			61971	4	88
2022-06-17	18:44:27			61970	3	88
2022-06-17	18:44:27			61970	1	88
2022-06-17	18:44:27			61969	104	88
2022-06-17	18:44:27			61969	1	88
2022-06-17	18:44:27			61969	1	88
2022-06-17	18:44:27			61969	20	88
2022-06-17	18:44:27			61969	1	88
2022-06-17	18:44:27			61968	1	88
2022-06-17	18:44:27			61967	1	88
2022-06-17	18:44:27			61967	1	88
2022-06-17	18:44:27			61966	12	88
2022-06-17	18:44:27			61965	1	88
2022-06-17	18:44:27			61965	3	88
2022-06-17	18:44:27			61965	2	88
2022-06-17	18:44:27			61964	1	88
2022-06-17	18:44:27			61964	1	88
2022-06-17	18:44:27			61964	7	88
2022-06-17	18:44:27			61963	1	88
2022-06-17	18:44:27			61962	2	88
2022-06-17	18:44:27			61962	33	88
2022-06-17	18:44:27			61961	5	88
2022-06-17	18:44:27			61960	9	88
2022-06-17	18:44:27			61960	15	88
2022-06-17	18:44:27			61960	5	88
2022-06-17	18:44:27			61960	1	88
2022-06-17	18:44:27			61960	8	88
2022-06-17	18:44:27			61960	1	88
2022-06-17	18:44:27			61960	25	88
2022-06-17	18:44:27			61959	6	88
2022-06-17	18:44:27			61959	2	88
2022-06-17	18:44:27			61959	2	88
2022-06-17	18:44:27			61958	2	88
2022-06-17	18:44:27			61957	3	88
2022-06-17	18:44:27			61957	2	88
2022-06-17	18:44:27			61956	2	88
2022-06-17	18:44:27			61956	1	88
2022-06-17	18:44:27			61955	2	88
2022-06-17	18:44:27			61955	2	88
2022-06-17	18:44:27			61955	6	88
2022-06-17	18:44:27			61955	2	88
2022-06-17	18:44:27			61954	7	88
2022-06-17	18:44:27			61954	1	88
2022-06-17	18:44:27			61954	2	88
2022-06-17	18:44:27			61954	1	88
2022-06-17	18:44:27			61953	1	88
2022-06-17	18:44:27			61953	200	88
2022-06-17	18:44:27			61952	1	88
2022-06-17	18:44:27			61952	2	88
2022-06-17	18:44:27			61952	1	88
2022-06-17	18:44:27			61952	2	88
2022-06-17	18:44:27			61951	1	88
2022-06-17	18:44:27			61951	1	88
2022-06-17	18:44:27			61951	1	88
2022-06-17	18:44:27			61951	1	88
2022-06-17	18:44:27			61951	1	88
2022-06-17	18:44:27			61951	1	88
2022-06-17	18:44:27			61951	1	88
2022-06-17	18:44:27			61951	1	88
2022-06-17	18:44:27			61950	3	88
2022-06-17	18:44:27			61950	100	88
2022-06-17	18:44:27			61950	1	88
2022-06-17	18:44:27			61950	6	88
2022-06-17	18:44:27			61950	1	88
2022-06-17	18:44:27			61950	10	88
2022-06-17	18:44:27			61950	4	88
2022-06-17	18:44:27			61950	20	88
2022-06-17	18:44:27			61950	4	88
2022-06-17	18:44:27			61950	3	88
2022-06-17	18:44:27			61950	9	88
2022-06-17	18:44:27			61950	1	88
2022-06-17	18:44:27			61950	5	88
2022-06-17	18:44:27			61950	3	88
2022-06-17	18:44:27			61950	7	88
2022-06-17	18:44:27			61950	20	88
2022-06-17	18:44:27			61950	5	88
2022-06-17	18:44:27			61950	6	88
2022-06-17	18:44:27			61950	1	88
2022-06-17	18:44:27			61950	4	88
2022-06-17	18:44:27			61950	10	88
2022-06-17	18:44:27			61950	5	88
2022-06-17	18:44:27			61950	5	88
2022-06-17	18:44:27			61950	1	88
2022-06-17	18:44:27			61950	25	88
2022-06-17	18:44:27			61950	100	88
2022-06-17	18:44:27			61950	25	88
2022-06-17	18:44:27			61950	1	88
2022-06-17	18:44:27			61950	17	88
2022-06-17	18:44:27			61950	3	88
2022-06-17	18:44:27			61950	2	88
2022-06-17	18:44:27			61950	5	88
2022-06-17	18:44:27			61950	2	88
2022-06-17	18:44:27			61950	1	88
2022-06-17	18:44:27			61949	2	88
2022-06-17	18:44:27			61949	2	88
2022-06-17	18:44:27			61948	2	88
2022-06-17	18:44:27			61947	2	88
2022-06-17	18:44:27			61947	1	88
2022-06-17	18:44:27			61947	14	88
2022-06-17	18:44:27			61947	1	88
2022-06-17	18:44:27			61946	1	56
2022-06-17	18:44:27			61946	4	88
2022-06-17	18:44:27			61946	3	88
2022-06-17	18:44:27			61945	1	88
2022-06-17	18:44:27			61945	2	88
2022-06-17	18:44:27			61945	1	88
2022-06-17	18:44:27			61945	1	88
2022-06-17	18:44:27			61945	2	88
2022-06-17	18:44:27			61945	1	88
2022-06-17	18:44:27			61945	1	88
2022-06-17	18:44:27			61945	1	88
2022-06-17	18:44:27			61945	1	88
2022-06-17	18:44:27			61945	1	88
2022-06-17	18:44:27			61945	1	88
2022-06-17	18:44:27			61945	2	88
2022-06-17	18:44:27			61945	1	88
2022-06-17	18:44:27			61945	1	88
2022-06-17	18:44:27			61945	2	88
2022-06-17	18:44:27			61945	1	88
2022-06-17	18:44:27			61945	1	88
2022-06-17	18:44:27			61945	1	88
2022-06-17	18:44:27			61945	4	88
2022-06-17	18:44:27			61945	1	88
2022-06-17	18:44:27			61945	4	88
2022-06-17	18:44:27			61945	2	88
2022-06-17	18:44:27			61945	1	88
2022-06-17	18:44:27			61945	4	88
2022-06-17	18:44:27			61945	4	88
2022-06-17	18:44:27			61945	1	88
2022-06-17	18:44:27			61945	4	88
2022-06-17	18:44:27			61945	1	88
2022-06-17	18:44:27			61945	1	88
2022-06-17	18:44:27			61945	1	88
2022-06-17	18:44:27			61945	1	88
2022-06-17	18:44:27			61945	1	88
2022-06-17	18:44:27			61945	1	88
2022-06-17	18:44:27			61945	1	88
2022-06-17	18:44:27			61944	1	88
2022-06-17	18:44:27			61944	1	88
2022-06-17	18:44:27			61943	1	88
2022-06-17	18:44:27			61943	1	88
2022-06-17	18:44:27			61943	1	88
2022-06-17	18:44:27			61943	1	88
2022-06-17	18:44:27			61942	1	88
2022-06-17	18:44:27			61942	2	88
2022-06-17	18:44:27			61942	1	88
2022-06-17	18:44:27			61942	1	88
2022-06-17	18:44:27			61942	1	88
2022-06-17	18:44:27			61942	1	88
2022-06-17	18:44:27			61941	1	88
2022-06-17	18:44:27			61940	1	88
2022-06-17	18:44:27			61943	1	56
2022-06-17	18:44:27			61946	1	88
2022-06-17	18:44:27			61946	2	88
2022-06-17	18:44:27			61946	1	88
2022-06-17	18:44:27			61940	3	88
2022-06-17	18:44:27			61940	4	88
2022-06-17	18:44:27			61940	4	88
2022-06-17	18:44:27			61940	1	88
2022-06-17	18:44:27			61940	4	88
2022-06-17	18:44:27			61940	3	88
2022-06-17	18:44:27			61940	25	88
2022-06-17	18:44:27			61940	5	88
2022-06-17	18:44:27			61940	1	88
2022-06-17	18:44:27			61940	1	88
2022-06-17	18:44:27			61940	1	88
2022-06-17	18:44:27			61940	1	88
2022-06-17	18:44:27			61940	1	88
2022-06-17	18:44:27			61938	9	88
2022-06-17	18:44:27			61937	5	88
2022-06-17	18:44:27			61937	1	88
2022-06-17	18:44:27			61936	1	88
2022-06-17	18:44:27			61936	6	88
2022-06-17	18:44:27			61935	1	88
2022-06-17	18:44:27			61935	1	88
2022-06-17	18:44:27			61935	5	88
2022-06-17	18:44:27			61935	3	88
2022-06-17	18:44:27			61934	3	88
2022-06-17	18:44:27			61934	1	88
2022-06-17	18:44:27			61933	1	88
2022-06-17	18:44:27			61933	1	88
2022-06-17	18:44:27			61932	1	88
2022-06-17	18:44:27			61932	3	88
2022-06-17	18:44:27			61932	1	88
2022-06-17	18:44:27			61932	2	88
2022-06-17	18:44:27			61932	2	88
2022-06-17	18:44:27			61931	1	88
2022-06-17	18:44:27			61931	1	88
2022-06-17	18:44:27			61931	1	88
2022-06-17	18:44:27			61930	6	88
2022-06-17	18:44:27			61930	10	88
2022-06-17	18:44:27			61930	2	88
2022-06-17	18:44:27	61930	61931			6
2022-06-17	18:44:27			61930	1	88
2022-06-17	18:44:27			61930	2	88
2022-06-17	18:44:27			61930	10	88
2022-06-17	18:44:27		61936			4
2022-06-17	18:44:27			61930	1	88
2022-06-17	18:44:27			61936	4	56
2022-06-17	18:44:27			61930	2	88
2022-06-17	18:44:27			61930	2	88
2022-06-17	18:44:27	61931	61937			6
2022-06-17	18:44:27			61931	1	88
2022-06-17	18:44:27		61936			4
2022-06-17	18:44:27		61937			4
2022-06-17	18:44:27			61936	1	56
2022-06-17	18:44:27			61937	2	56
2022-06-17	18:44:27			61937	3	56
2022-06-17	18:44:27			61931	1	88
2022-06-17	18:44:27		61938			4
2022-06-17	18:44:27			61937	1	56
2022-06-17	18:44:27	61935	61939			6
2022-06-17	18:44:27			61938	1	56
2022-06-17	18:44:27			61939	1	56
2022-06-17	18:44:27			61935	1	56
2022-06-17	18:44:27			61935	1	56
2022-06-17	18:44:27			61932	2	88
2022-06-17	18:44:27	61931	61933			6
2022-06-17	18:44:27			61931	3	88
2022-06-17	18:44:27			61931	2	88
2022-06-17	18:44:27			61930	6	88
2022-06-17	18:44:27	61930				2
2022-06-17	18:44:27	61931				2
2022-06-17	18:44:27		61935			4
2022-06-17	18:44:27			61933	1	56
2022-06-17	18:44:27	61930				2
2022-06-17	18:44:27			61931	6	88
2022-06-17	18:44:27			61930	14	88
2022-06-17	18:44:27	61931				2
2022-06-17	18:44:27			61931	5	88
2022-06-17	18:44:27			61935	1	56
2022-06-17	18:44:27	61930				2
2022-06-17	18:44:27			61931	1	88
2022-06-17	18:44:27			61931	1	88
2022-06-17	18:44:27			61930	15	88
2022-06-17	18:44:27	61931				2
2022-06-17	18:44:28			61931	1	88
2022-06-17	18:44:28			61931	1	88
2022-06-17	18:44:28			61935	1	56
2022-06-17	18:44:28			61935	1	56
2022-06-17	18:44:28		61936			4
2022-06-17	18:44:28			61936	4	56
2022-06-17	18:44:28			61936	2	56
2022-06-17	18:44:28			61936	2	56
2022-06-17	18:44:28			61936	4	56
2022-06-17	18:44:28			61937	4	56
2022-06-17	18:44:28			61937	4	56
2022-06-17	18:44:28			61937	2	56
2022-06-17	18:44:28			61937	4	56
2022-06-17	18:44:28			61938	2	56
2022-06-17	18:44:28	61938	61939			6
2022-06-17	18:44:28			61938	6	88
2022-06-17	18:44:28			61937	2	88
2022-06-17	18:44:28			61936	1	88
2022-06-17	18:44:28	61932				2
2022-06-17	18:44:28			61932	2	88
2022-06-17	18:44:28			61931	4	88
2022-06-17	18:44:28			61931	2	88
2022-06-17	18:44:28			61931	2	88
2022-06-17	18:44:28			61931	2	88
2022-06-17	18:44:28			61930	18	88
2022-06-17	18:44:28	61930	61938			6
2022-06-17	18:44:28	61931				2
2022-06-17	18:44:28			61938	2	56
2022-06-17	18:44:28			61938	1	56
2022-06-17	18:44:28		61939			4
2022-06-17	18:44:28	61932				2
2022-06-17	18:44:28			61938	1	56
2022-06-17	18:44:28			61938	2	56
2022-06-17	18:44:28			61938	2	56
2022-06-17	18:44:28			61939	5	56
2022-06-17	18:44:28	61934				2
2022-06-17	18:44:28			61934	1	88
2022-06-17	18:44:28	61933				2
2022-06-17	18:44:28			61939	3	56
2022-06-17	18:44:28			61939	1	56
2022-06-17	18:44:28			61940	2	56
2022-06-17	18:44:28			61941	2	56
2022-06-17	18:44:28			61942	2	56
2022-06-17	18:44:28			61942	2	56
2022-06-17	18:44:28			61942	4	56
2022-06-17	18:44:28			61943	2	56
2022-06-17	18:44:28			61943	2	56
2022-06-17	18:44:28			61943	4	56
2022-06-17	18:44:28			61943	4	56
2022-06-17	18:44:28			61943	2	56
2022-06-17	18:44:28	61935	61944			6
2022-06-17	18:44:28		61943			4
2022-06-17	18:44:28		61944			4
2022-06-17	18:44:28			61943	1	56
2022-06-17	18:44:28		61943			4
2022-06-17	18:44:28			61943	1	56
2022-06-17	18:44:28			61943	5	56
2022-06-17	18:44:28		61944			4
2022-06-17	18:44:28		61943			4
2022-06-17	18:44:28	61936				2
2022-06-17	18:44:28	61937				2
2022-06-17	18:44:29			61943	2	56
2022-06-17	18:44:29		61941			4
2022-06-17	18:44:29			61941	4	56
2022-06-17	18:44:29			61943	4	56
2022-06-17	18:44:29			61944	1	88
2022-06-17	18:44:29			61945	2	56
2022-06-17	18:44:29			61946	1	56
2022-06-17	18:44:29			61946	4	56
2022-06-17	18:44:29			61946	4	56
2022-06-17	18:44:29			61946	4	56
2022-06-17	18:44:29			61946	2	56
2022-06-17	18:44:29			61947	2	56
2022-06-17	18:44:29			61948	2	56
2022-06-17	18:44:29			61949	2	56
2022-06-17	18:44:29			61949	1	88
2022-06-17	18:44:29			61950	2	56
2022-06-17	18:44:29			61950	1	88
2022-06-17	18:44:29			61951	2	56
2022-06-17	18:44:29			61952	2	56
2022-06-17	18:44:29			61953	2	56
2022-06-17	18:44:29			61954	2	56
2022-06-17	18:44:29			61955	2	56
2022-06-17	18:44:29			61956	2	56
2022-06-17	18:44:29			61957	2	56
2022-06-17	18:44:29		61947			4
2022-06-17	18:44:29	61939				2
2022-06-17	18:44:29		61946			4
2022-06-17	18:44:29			61946	2	56
2022-06-17	18:44:29	61940				2
2022-06-17	18:44:29	61941				2
2022-06-17	18:44:29			61941	2	88
2022-06-17	18:44:29	61942				2
2022-06-17	18:44:29	61941				2
2022-06-17	18:44:29	61938				2
2022-06-17	18:44:29			61941	2	88
2022-06-17	18:44:29			61940	1	88
2022-06-17	18:44:29			61940	2	88
2022-06-17	18:44:29			61939	2	88
2022-06-17	18:44:29			61939	1	88
2022-06-17	18:44:29			61938	1	88
2022-06-17	18:44:29			61938	1	88
2022-06-17	18:44:29	61936	61945			6
2022-06-17	18:44:29	61943				2
2022-06-17	18:44:30			61943	3	88
2022-06-17	18:44:30	61930				2
2022-06-17	18:44:30			61943	1	88
2022-06-17	18:44:30			61943	2	88
2022-06-17	18:44:30			61940	3	88
2022-06-17	18:44:30			61936	1	88
2022-06-17	18:44:30			61934	1	56
2022-06-17	18:44:30			61934	2	88
2022-06-17	18:44:30			61934	2	88
2022-06-17	18:44:30			61933	6	88
2022-06-17	18:44:30			61932	10	88
2022-06-17	18:44:30			61932	1	88
2022-06-17	18:44:30			61931	1	88
2022-06-17	18:44:30			61931	8	88
2022-06-17	18:44:30			61930	17	88
2022-06-17	18:44:30		61939			4
2022-06-17	18:44:30	61931				2
2022-06-17	18:44:30	61932				2
2022-06-17	18:44:30			61939	2	56
2022-06-17	18:44:30		61947			4
2022-06-17	18:44:30			61939	2	56
2022-06-17	18:44:30			61939	2	56
2022-06-17	18:44:30			61939	2	56
2022-06-17	18:44:30			61940	2	56
2022-06-17	18:44:30			61940	8	56
2022-06-17	18:44:30			61941	2	56
2022-06-17	18:44:30			61942	2	56
2022-06-17	18:44:30			61943	2	56
2022-06-17	18:44:30			61943	2	56
2022-06-17	18:44:30			61944	2	56
2022-06-17	18:44:30			61944	2	56
2022-06-17	18:44:30			61945	2	56
2022-06-17	18:44:30			61945	2	56
2022-06-17	18:44:30			61946	2	56
2022-06-17	18:44:30			61946	2	56
2022-06-17	18:44:30			61947	2	56
2022-06-17	18:44:30	61935	61949			6
2022-06-17	18:44:30	61934				2
2022-06-17	18:44:30		61944			4
2022-06-17	18:44:30	61936				2
2022-06-17	18:44:30			61936	2	88
2022-06-17	18:44:30			61935	2	88
2022-06-17	18:44:30			61935	2	88
2022-06-17	18:44:30			61935	6	88
2022-06-17	18:44:30			61934	2	88
2022-06-17	18:44:30			61934	8	88
2022-06-17	18:44:30			61933	2	88
2022-06-17	18:44:30			61932	2	88
2022-06-17	18:44:30			61932	2	88
2022-06-17	18:44:30			61931	2	88
2022-06-17	18:44:30			61930	2	88
2022-06-17	18:44:30			61930	1	88
2022-06-17	18:44:30			61930	1	88
2022-06-17	18:44:30			61930	9	88
2022-06-17	18:44:30			61930	1	88
2022-06-17	18:44:30	61930				2
2022-06-17	18:44:30	61931	61943			6
2022-06-17	18:44:31			61943	1	56
2022-06-17	18:44:31		61944			4
2022-06-17	18:44:31			61944	1	56
2022-06-17	18:44:31		61946			4
2022-06-17	18:44:31		61947			4
2022-06-17	18:44:31			61931	1	88
2022-06-17	18:44:31	61932	61946			6
2022-06-17	18:44:31			61931	1	88
2022-06-17	18:44:31			61931	5	88
2022-06-17	18:44:31			61930	3	88
2022-06-17	18:44:31	61930				2
2022-06-17	18:44:31			61932	2	88
2022-06-17	18:44:31			61931	2	88
2022-06-17	18:44:31			61930	15	88
2022-06-17	18:44:31		61942			4
2022-06-17	18:44:31	61934				2
2022-06-17	18:44:31			61934	1	88
2022-06-17	18:44:31			61930	1	88
2022-06-17	18:44:31			61930	1	56
2022-06-17	18:44:31	61930	61941			6
2022-06-17	18:44:31			61941	2	56
2022-06-17	18:44:31	61931				2
2022-06-17	18:44:31			61941	1	56
2022-06-17	18:44:31	61932				2
2022-06-17	18:44:31	61933				2
2022-06-17	18:44:31		61940			4
2022-06-17	18:44:31		61939			4
2022-06-17	18:44:32	61935				2
2022-06-17	18:44:32	61936				2
2022-06-17	18:44:32		61941			4
2022-06-17	18:44:32			61939	2	56
2022-06-17	18:44:32			61940	1	56
2022-06-17	18:44:32			61940	2	56
2022-06-17	18:44:32		61943			4
2022-06-17	18:44:32			61943	2	56
2022-06-17	18:44:32			61944	2	56
2022-06-17	18:44:32			61945	2	56
2022-06-17	18:44:32			61946	2	56
2022-06-17	18:44:32			61946	7	56
2022-06-17	18:44:32		61946			4
2022-06-17	18:44:32	61938				2
2022-06-17	18:44:32		61941			4
2022-06-17	18:44:32		61945			4
2022-06-17	18:44:32			61941	1	56
2022-06-17	18:44:32			61945	1	56
2022-06-17	18:44:32	61936				2
2022-06-17	18:44:32		61946			4
2022-06-17	18:44:32			61936	1	88
2022-06-17	18:44:32		61948			4
2022-06-17	18:44:32			61946	3	56
2022-06-17	18:44:32			61948	1	56
2022-06-17	18:44:32			61948	1	56
2022-06-17	18:44:32		61942			4
2022-06-17	18:44:32		61938			4
2022-06-17	18:44:32		61941			4
2022-06-17	18:44:33			61938	1	56
2022-06-17	18:44:33			61941	2	56
2022-06-17	18:44:33			61941	1	56
2022-06-17	18:44:33			61941	1	56
2022-06-17	18:44:33			61942	1	56
2022-06-17	18:44:33			61942	1	56
2022-06-17	18:44:33			61944	2	56
2022-06-17	18:44:33			61944	1	56
2022-06-17	18:44:33			61945	1	56
2022-06-17	18:44:33			61945	1	56
2022-06-17	18:44:33	61944	61946			6
2022-06-17	18:44:33			61946	1	56
2022-06-17	18:44:33			61944	1	88
2022-06-17	18:44:33			61940	2	88
2022-06-17	18:44:33	61936	61940			6
2022-06-17	18:44:33	61938	61944			6
2022-06-17	18:44:33	61939	61945			6
2022-06-17	18:44:33	61938				2
2022-06-17	18:44:33		61939			4
2022-06-17	18:44:33			61939	1	56
2022-06-17	18:44:33			61938	1	88
2022-06-17	18:44:33			61936	1	88
2022-06-17	18:44:33			61936	2	88
2022-06-17	18:44:33			61935	1	88
2022-06-17	18:44:33			61935	2	88
2022-06-17	18:44:33			61934	2	88
2022-06-17	18:44:33	61932				2
2022-06-17	18:44:33	61935				2
2022-06-17	18:44:33		61938			4
2022-06-17	18:44:33			61938	1	56
2022-06-17	18:44:33			61939	2	56
2022-06-17	18:44:33		61939			4
2022-06-17	18:44:33	61927				2
2022-06-17	18:44:33			61935	1	88
2022-06-17	18:44:33			61935	1	88
2022-06-17	18:44:33			61932	1	88
2022-06-17	18:44:33			61931	1	88
2022-06-17	18:44:33			61931	2	88
2022-06-17	18:44:33			61931	2	88
2022-06-17	18:44:33			61931	2	88
2022-06-17	18:44:33			61930	2	88
2022-06-17	18:44:33			61930	7	88
2022-06-17	18:44:33			61930	5	88
2022-06-17	18:44:33			61929	1	56
2022-06-17	18:44:33			61928	2	88
2022-06-17	18:44:33			61928	1	88
2022-06-17	18:44:33			61928	2	56
2022-06-17	18:44:33			61928	5	88
2022-06-17	18:44:33			61928	3	56
2022-06-17	18:44:33			61928	4	88
2022-06-17	18:44:33			61927	1	88
2022-06-17	18:44:33			61927	1	88
2022-06-17	18:44:33			61927	1	88
2022-06-17	18:44:33			61927	1	88
2022-06-17	18:44:33			61927	1	88
2022-06-17	18:44:33			61927	3	88
2022-06-17	18:44:33	61932	61938			6
2022-06-17	18:44:33			61932	2	88
